unit	function	size	fuzzy	verdict	reason
mario/GC2D/GCConsole2	startDisappearStar__11TGCConsole2Fv	800	99.95	EQUIVALENT	L1
mario/GC2D/GCConsole2	startAppearStar__11TGCConsole2Fv	972	99.88	EQUIVALENT	L1
mario/GC2D/GCConsole2	drawWaterBack__11TGCConsole2Fv	2140	97.70	UNSUPPORTED	stack: slot layout differs (P 348 vs Q 288)
mario/GC2D/GCConsole2	processMoveNozzle__11TGCConsole2Fv	320	99.58	EQUIVALENT	L1: frame 168/96
mario/GC2D/GCConsole2	setTimer__11TGCConsole2Fl	1128	99.80	DIFFERENT	block 11 branch: 0x7e74 'bc 12,eq,7eec <setTimer__11TGCConsole2Fl+0x348>' vs 0x7ef8 'bc 12,eq,7f70 <setTimer__11TGCConsole2Fl+0x348>'
mario/GC2D/GCConsole2	countShine__11TGCConsole2Fv	2400	92.11	UNSUPPORTED	stack: slot layout differs (P 628 vs Q 504)
mario/GC2D/GCConsole2	countBlueCoin__11TGCConsole2Fv	1168	96.61	EQUIVALENT	L2: frame 352/288
mario/GC2D/GCConsole2	processAppearStar__11TGCConsole2Fi	1816	95.99	UNSUPPORTED	stack: slot layout differs (P 320 vs Q 268)
mario/GC2D/GCConsole2	drawJuice__11TGCConsole2FR13J2DOrthoGraphUl	1348	99.69	DIFFERENT	block 1 branch: 0x4224 'bc 4,gt,4234 <drawJuice__11TGCConsole2FR13J2DOrthoGraphUl+0x1bc>' vs 0x4224 'bc 12,eq,4234 <drawJuice__11TGCConsole2FR13J2DOrthoGraphUl+0x1bc>'
mario/GC2D/GCConsole2	drawWater__11TGCConsole2FR13J2DOrthoGraph	1632	99.71	UNSUPPORTED	stack: access inside address-taken object differs (P 340 vs Q 256)
mario/GC2D/GCConsole2	perform__11TGCConsole2FUlPQ26JDrama9TGraphics	14756	97.18	UNSUPPORTED	stack: address-taken object layout differs (P 3692 vs Q 2544)
mario/GC2D/Talk2D2	load__8TTalk2D2FR20JSUMemoryInputStream	936	99.50	EQUIVALENT	L2
mario/GC2D/Talk2D2	loadAfter__8TTalk2D2Fv	1412	99.79	UNSUPPORTED	stack: address-taken object extent differs (P 268..488 vs Q 248..464)
mario/GC2D/Talk2D2	makeBoxLine__8TTalk2D2FScPc	1252	97.29	UNSUPPORTED	stack: address-taken object extent differs (P 272..648 vs Q 116..488)
mario/GC2D/Talk2D2	moveTalkWindow__8TTalk2D2Fv	728	99.19	DIFFERENT	block 30 effect 4 call args differ: r10: 0x2840 'bl 2840 <moveTalkWindow__8TTalk2D2Fv+0x268>' vs 0x2b90 'bl 2b90 <moveTalkWindow__8TTalk2D2Fv+0x268>'
mario/GC2D/Talk2D2	perform__8TTalk2D2FUlPQ26JDrama9TGraphics	1592	98.41	UNSUPPORTED	cfg: 93 vs 92 blocks
mario/GC2D/Talk2D2	setTagParam__8TTalk2D2FR20JSUMemoryInputStreamR10J2DTextBoxPiPi	3000	99.55	DIFFERENT	block 53 effect 4 call args differ: f1/f2: 0xca8 'bl ca8 <setTagParam__8TTalk2D2FR20JSUMemoryInputStreamR10J2DTextBoxPiPi+0x760>' vs 0xca8 'bl ca8 <setTagParam__8TTalk2D2FR20JSUMemoryInputStreamR10J2DTextBoxPiPi+0x760>'
mario/GC2D/PauseMenu2	perform__11TPauseMenu2FUlPQ26JDrama9TGraphics	2368	99.39	UNSUPPORTED	stack: address-taken object layout differs (P 1196 vs Q 736)
mario/GC2D/PauseMenu2	setDrawStart__11TPauseMenu2Fv	464	99.97	EQUIVALENT	L1
mario/GC2D/PauseMenu2	drawAppearPane__11TPauseMenu2FP10J2DPicturefR7JUTRectf	552	96.57	EQUIVALENT	L2: frame 168/160
mario/GC2D/CardSave	initData__9TCardSaveFP13TMarioGamePad	4712	99.90	EQUIVALENT	L2
mario/GC2D/CardSave	perform__9TCardSaveFUlPQ26JDrama9TGraphics	228	98.33	EQUIVALENT	L1
mario/GC2D/CardSave	waitForStop__9TCardSaveF10TEProgress	2448	98.50	EQUIVALENT	L1
mario/GC2D/CardSave	waitForChoice__9TCardSaveF10TEProgress10TEProgressSc	6580	99.27	DIFFERENT	block 34 effect 32 icall args differ: r8: 0x853c 'bclrl 20,lt,0' vs 0x8af0 'bclrl 20,lt,0'
mario/GC2D/CardSave	waitForChoiceBM__9TCardSaveF10TEProgress10TEProgressSc	6796	99.37	DIFFERENT	block 48 effect 40 icall args differ: r8: 0x6dc8 'bclrl 20,lt,0' vs 0x737c 'bclrl 20,lt,0'
mario/GC2D/CardSave	execMovement___9TCardSaveFv	13064	99.19	UNSUPPORTED	stack: address-taken object layout differs (P 1188 vs Q 1016)
mario/GC2D/CardLoad	load__9TCardLoadFR20JSUMemoryInputStream	4952	99.23	UNSUPPORTED	stack: address-taken object extent differs (P 432..576 vs Q 404..544)
mario/GC2D/CardLoad	perform__9TCardLoadFUlPQ26JDrama9TGraphics	3624	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 524 vs Q 352)
mario/GC2D/CardLoad	waitForChoice__9TCardLoadF10TEProgress10TEProgressi	3704	98.91	DIFFERENT	block 47 effect 21 icall args differ: r8: 0x8470 'bclrl 20,lt,0' vs 0x86cc 'bclrl 20,lt,0'
mario/GC2D/CardLoad	waitForChoiceBM__9TCardLoadF10TEProgress10TEProgressi	4464	99.31	DIFFERENT	block 51 effect 21 icall args differ: r8: 0x75d8 'bclrl 20,lt,0' vs 0x7834 'bclrl 20,lt,0'
mario/GC2D/CardLoad	waitForAnyKeyBM__9TCardLoadF10TEProgress	2216	98.98	DIFFERENT	block 29 effect 21 icall args differ: r8: 0x5f84 'bclrl 20,lt,0' vs 0x61e0 'bclrl 20,lt,0'
mario/GC2D/CardLoad	waitForStart__9TCardLoadF10TEProgress	2440	98.09	EQUIVALENT	L1: frame 424/448
mario/GC2D/CardLoad	selectBookmark__9TCardLoadF10TEProgress10TEProgressb	3900	99.09	DIFFERENT	block 39 effect 26 icall args differ: r8: 0x3bf0 'bclrl 20,lt,0' vs 0x3e4c 'bclrl 20,lt,0'
mario/GC2D/CardLoad	selectFunction__9TCardLoadFv	6480	99.40	DIFFERENT	block 103 branch: 0x3090 'bc 4,eq,30b8 <selectFunction__9TCardLoadFv+0x188c>' vs 0x32ec 'bc 4,eq,3314 <selectFunction__9TCardLoadFv+0x188c>'
mario/GC2D/CardLoad	changeScene__9TCardLoadFv	5956	99.96	UNSUPPORTED	stack: address-taken object layout differs (P 372 vs Q 260)
mario/GC2D/ConsoleStr	perform__11TConsoleStrFUlPQ26JDrama9TGraphics	1852	98.25	UNSUPPORTED	cfg: 79 vs 78 blocks
mario/GC2D/ConsoleStr	processGo__11TConsoleStrFf	1684	97.73	DIFFERENT	block 19 effect 13: 0x1220 'lfd f0,552(r1)' vs 0x126c 'stw r8,500(r1)'
mario/GC2D/ConsoleStr	processShineGet__11TConsoleStrFi	776	91.29	EQUIVALENT	L2: frame 360/344
mario/GC2D/ConsoleStr	processMiss__11TConsoleStrFi	864	95.25	UNSUPPORTED	stack: unpaired address-taken slot
mario/GC2D/ConsoleStr	startCloseWipe__11TConsoleStrFb	1428	99.14	UNSUPPORTED	stack: inconsistent slot mapping (P 392 vs Q 328)
mario/GC2D/SelectMenu	perform__11TSelectGradFUlPQ26JDrama9TGraphics	956	98.36	EQUIVALENT	L2
mario/GC2D/SelectMenu	initData__11TSelectMenuFUcP10JKRArchiveP19TSelectShineManagerP10TSelectDir	3892	99.49	UNSUPPORTED	stack: address-taken object layout differs (P 336 vs Q 288)
mario/GC2D/SelectMenu	perform__11TSelectMenuFUlPQ26JDrama9TGraphics	6060	99.68	UNSUPPORTED	cfg: block 44 (bc->[124, 45] vs bc->[67, 45])
mario/GC2D/SelectDir	rsetup__10TSelectDirFv	4384	99.63	UNSUPPORTED	stack: inconsistent slot mapping (P 1456 vs Q 1392)
mario/GC2D/SelectDir	direct__10TSelectDirFv	708	99.83	EQUIVALENT	L1: frame 208/80
mario/GC2D/SelectShine2	initData__19TSelectShineManagerFPUcUcUcP17JPAEmitterManager	1384	98.38	UNSUPPORTED	stack: inconsistent slot mapping (P 192 vs Q 152)
mario/GC2D/SelectShine2	perform__19TSelectShineManagerFUlPQ26JDrama9TGraphics	1180	94.07	UNSUPPORTED	stack: address-taken object layout differs (P 216 vs Q 268)
mario/GC2D/SelectShine2	__ct__12TSelectShineFP12J3DModelDataP11J3DAnmColorP17JPAEmitterManagerRQ29JGeometry8TVec3<f>sUcfff	696	99.83	EQUIVALENT	L1: frame 264/216
mario/GC2D/SelectShine2	move__12TSelectShineFv	1232	99.69	EQUIVALENT	L1: frame 344/320
mario/GC2D/Guide	load__6TGuideFR20JSUMemoryInputStream	2564	98.89	UNSUPPORTED	stack: address-taken object extent differs (P 104..400 vs Q 52..352)
mario/GC2D/Guide	resetObjects__6TGuideFv	904	97.77	UNSUPPORTED	cfg: 60 vs 59 blocks
mario/GC2D/Guide	resetScore__6TGuideFv	2360	98.37	DIFFERENT	block 35 branch: 0x2884 'bc 4,gt,288c <resetScore__6TGuideFv+0x528>' vs 0x3298 'bc 4,gt,32a0 <resetScore__6TGuideFv+0x528>'
mario/GC2D/Guide	linkSelect__6TGuideFv	3168	99.53	UNSUPPORTED	stack: address-taken object extent differs (P 172..320 vs Q 96..216)
mario/GC2D/Guide	changeBotStatus__6TGuideFi	1628	98.28	EQUIVALENT	L1: frame 248/40
mario/GC2D/Guide	placeMario__6TGuideFv	596	97.19	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0xd10 'stw r0,176(r1)' vs 0x11c8 'stw r0,44(r1)'
mario/GC2D/Guide	appearGuidePane__6TGuideFi	952	99.81	EQUIVALENT	L1
mario/GC2D/Guide	setPaneAlpha__7TExPaneFlss	160	96.85	EQUIVALENT	L2: frame 56/48
mario/GC2D/Guide	perform__6TGuideFUlPQ26JDrama9TGraphics	1824	99.57	EQUIVALENT	L1: frame 696/552
mario/GC2D/hx_wiper	Hxs2_Circle	976	99.65	EQUIVALENT	L1
mario/GC2D/hx_wiper	Hxs_GameOver	1372	99.66	UNSUPPORTED	stack: address-taken object extent differs (P 224..392 vs Q 196..368)
mario/GC2D/hx_wiper	Hxs_Logo_TexDraw	556	96.37	EQUIVALENT	L2: frame 184/168
mario/GC2D/hx_wiper	Hx_Test5	1272	99.82	UNSUPPORTED	stack: address-taken object extent differs (P 12..272 vs Q 12..264)
mario/GC2D/Option	update__17TOptionRumbleUnitFv	964	99.81	EQUIVALENT	L1
mario/GC2D/Option	update__19TOptionSubtitleUnitFv	644	99.68	EQUIVALENT	L1
mario/GC2D/Option	update__16TOptionSoundUnitFv	724	99.57	EQUIVALENT	L1: frame 240/208
mario/GC2D/Option	loadSetting__14TOptionControlFv	1232	99.95	EQUIVALENT	L1: frame 256/232
mario/GC2D/Option	movementOption__14TOptionControlFv	536	99.96	EQUIVALENT	L1
mario/GC2D/Option	checkInput__14TOptionControlFv	1076	99.98	EQUIVALENT	L1: frame 200/112
mario/GC2D/Option	isChangedSetting__14TOptionControlCFv	208	98.85	EQUIVALENT	L2
mario/Map/Map	initMonte__Fv	448	99.79	UNSUPPORTED	stack: address-taken object extent differs (P 212..232 vs Q 176..200)
mario/Map/Map	initMare__Fv	752	99.65	EQUIVALENT	L1: frame 328/312
mario/Map/Map	initStageCommon__Fv	736	99.64	EQUIVALENT	L1: frame 464/400
mario/Map/Map	initStage__Fv	432	99.94	EQUIVALENT	L1: frame 112/88
mario/Map/Map	update__4TMapFv	612	99.94	EQUIVALENT	L1: frame 272/192
mario/Map/Map	isTouchedOneWall__4TMapCFffff	144	99.86	UNSUPPORTED	stack: address-taken object extent differs (P 32..104 vs Q 28..104)
mario/Map/MapCheck	checkWallList__17TMapCollisionDataFPC12TBGCheckListP18TBGWallCheckRecord	1084	97.42	EQUIVALENT	L2: frame 784/560
mario/Map/MapCheck	checkWalls__17TMapCollisionDataCFP18TBGWallCheckRecord	288	98.36	EQUIVALENT	L1: frame 160/96
mario/Map/MapCheck	checkRoofList__17TMapCollisionDataFfffUcPC12TBGCheckListPPC12TBGCheckData	328	98.57	DIFFERENT	block 9 effect 0 address differs: 0x1420 'lfs f31,16(r3)' vs 0x1780 'lfs f31,24(r6)'
mario/Map/MapCheck	checkRoof__17TMapCollisionDataCFfffUcPPC12TBGCheckData	348	99.95	EQUIVALENT	L1
mario/Map/MapCheck	checkGroundList__17TMapCollisionDataFfffUcPC12TBGCheckListPPC12TBGCheckData	408	98.50	DIFFERENT	block 17 effect 0 address differs: 0x117c 'lfs f31,16(r3)' vs 0x14dc 'lfs f31,24(r8)'
mario/Map/MapCheck	bgIntersectLine__FPC12TBGCheckDataRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>bPQ29JGeometry8TVec3<f>	968	91.14	EQUIVALENT	L2: frame 472/392
mario/Map/MapCheck	intersectLine__17TMapCollisionDataCFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>bPQ29JGeometry8TVec3<f>	2912	96.56	UNSUPPORTED	stack: inconsistent slot mapping (P 1140 vs Q 1100)
mario/Map/MapEventSink	loadAfter__24TMapEventSinkInPollutionFv	152	99.76	EQUIVALENT	L1: frame 184/160
mario/Map/MapEventSink	loadAfter__29TMapEventSinkInPollutionResetFv	308	99.88	EQUIVALENT	L1: frame 344/288
mario/Map/MapEventSink	finishControl__19TMapEventSinkBiancoFv	468	97.59	UNSUPPORTED	stack: address-taken object extent differs (P 108..192 vs Q 80..160)
mario/Map/MapEventSink	loadAfter__24TMapEventSinkShadowMarioFv	200	96.30	DIFFERENT	block 1 effect 12 icall args differ: r5: 0x2a4 'bclrl 20,lt,0' vs 0x308 'bclrl 20,lt,0'
mario/Map/MapMakeData	setCheckData__17TMapCollisionBaseFPCfPCsP12TBGCheckDatai	612	92.11	DIFFERENT	block 0 effect 3 address differs: 0x554 'lfs f0,0(r5)' vs 0x784 'lfs f2,8(r5)'
mario/Map/MapMakeData	updateTrans__17TMapCollisionBaseFRCQ29JGeometry8TVec3<f>	408	99.71	EQUIVALENT	L1: frame 112/88
mario/Map/MapMakeList	getGridArea__17TMapCollisionDataFPC12TBGCheckDataiPiPiPiPi	480	99.50	DIFFERENT	block 6 branch: 0x918 'bc 4,gt,924 <getGridArea__17TMapCollisionDataFPC12TBGCheckDataiPiPiPiPi+0x4c>' vs 0x930 'bc 4,gt,93c <getGridArea__17TMapCollisionDataFPC12TBGCheckDataiPiPiPiPi+0x4c>'
mario/Map/MapMakeList	addCheckDataToGrid__17TMapCollisionDataFP12TBGCheckDatai	1400	93.14	UNSUPPORTED	stack: address-taken object layout differs (P 84 vs Q 28)
mario/Map/MapMakeList	updateCheckListNode__17TMapCollisionDataFlll	256	99.92	EQUIVALENT	L1: frame 96/72
mario/Map/MapMakeList	removeCheckListData__17TMapCollisionDataFUsl	608	99.97	EQUIVALENT	L1: frame 112/72
mario/Map/MapMirror	__ct__13TMirrorCameraFPCc	680	96.25	UNSUPPORTED	stack: access inside address-taken object differs (P 84 vs Q 84)
mario/Map/MapMirror	perform__19TMirrorModelManagerFUlPQ26JDrama9TGraphics	1080	91.33	UNSUPPORTED	stack: address-taken object layout differs (P 300 vs Q 188)
mario/Map/MapWarp	watchToWarp__8TMapWarpFv	800	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 232 vs Q 244)
mario/Map/MapWarp	init__8TMapWarpFR20JSUMemoryInputStream	808	98.32	DIFFERENT	block 11 effect 28 stored value differs: 0x300 'stwx r12,r8,r7' vs 0x300 'stwx r12,r8,r7'
mario/Map/MapStaticObject	init__13TMapStaticObjFPCc	1016	99.86	UNSUPPORTED	stack: address-taken object layout differs (P 140 vs Q 140)
mario/Map/MapWire	drawUpper__8TMapWireCFv	304	99.88	EQUIVALENT	L1: frame 88/64
mario/Map/MapWire	release__8TMapWireFv	1092	99.76	DIFFERENT	block 16 return value r3/r4 differs (0x1510 'bclr 20,lt,0')
mario/Map/MapWire	setFootPointsAtHanged__8TMapWireFPA4_f	664	92.43	UNSUPPORTED	stack: access inside address-taken object differs (P 264 vs Q 192)
mario/Map/MapWire	move__8TMapWireFv	640	99.64	DIFFERENT	block 18 return value f1 differs (0xd40 'bclr 20,lt,0')
mario/Map/MapWire	getPosInWire__8TMapWireCFRCQ29JGeometry8TVec3<f>	412	85.94	UNSUPPORTED	stack: inconsistent slot mapping (P 84 vs Q 56)
mario/Map/MapWire	getPointPosOnWire__8TMapWireCFfPQ29JGeometry8TVec3<f>	400	99.71	DIFFERENT	block 10 effect 5 address differs: 0x894 'lfs f3,24(r3)' vs 0xb70 'lfs f3,32(r3)'
mario/Map/MapWire	init__8TMapWireFPC16TCubeGeneralInfo	1636	98.86	DIFFERENT	block 9 effect 6 call args differ: r7/r8: 0x4c4 'bl 4c4 <init__8TMapWireFPC16TCubeGeneralInfo+0x448>' vs 0x4c4 'bl 4c4 <init__8TMapWireFPC16TCubeGeneralInfo+0x448>'
mario/Map/MapWireManager	getPosInWire__13TMapWireActorCFv	424	99.62	EQUIVALENT	L1
mario/Map/PollutionLayer	stampModel__15TPollutionLayerFP8J3DModel	120	99.27	DIFFERENT	block 0 effect 0 address differs: 0xc80 'lfs f0,56(r3)' vs 0xf3c 'lfs f1,44(r4)'
mario/Map/PollutionLayer	initTexImage__15TPollutionLayerFPCc	468	99.85	UNSUPPORTED	stack: address-taken object extent differs (P 184..472 vs Q 68..360)
mario/Map/MapEventMare	appear__13TMareWallRockFv	408	99.96	UNSUPPORTED	stack: address-taken object extent differs (P 64..120 vs Q 68..120)
mario/Map/MapEventMare	movement__13TMareWallRockFv	904	99.98	UNSUPPORTED	stack: address-taken object layout differs (P 204 vs Q 196)
mario/Map/MapEventMare	loadAfter__13TMareWallRockFv	448	99.91	UNSUPPORTED	stack: address-taken object extent differs (P 100..368 vs Q 64..328)
mario/Map/MapEventMare	rising__21TMareEventDepressWallFv	872	99.88	UNSUPPORTED	stack: address-taken object extent differs (P 56..144 vs Q 52..136)
mario/Map/MapEventMare	depressing__21TMareEventDepressWallFv	1100	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 168 vs Q 120)
mario/Map/MapEventMare	initCommon__21TMareEventDepressWallFv	1144	99.85	UNSUPPORTED	stack: address-taken object extent differs (P 192..472 vs Q 196..480)
mario/Map/BathWaterManager	render__22TBathWaterFlatRendererFPQ26JDrama9TGraphicsRC12TBathtubDataPP10TBathWaterPP16TBathWaterParamsi	2408	99.89	UNSUPPORTED	stack: address-taken object extent differs (P 340..600 vs Q 244..480)
mario/Map/BathWaterManager	render__22TBathWaterMeshRendererFPQ26JDrama9TGraphicsRC12TBathtubDataPP10TBathWaterPP16TBathWaterParamsi	3620	98.10	EQUIVALENT	L2: frame 1152/840
mario/Map/BathWaterManager	setLookDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	480	97.48	EQUIVALENT	L1: frame 216/192
mario/Map/BathWaterManager	prerender__22TBathWaterMeshRendererFPQ26JDrama9TGraphicsRC12TBathtubDataPP10TBathWaterPP16TBathWaterParamsi	2624	94.49	UNSUPPORTED	stack: access inside address-taken object differs (P 448 vs Q 428)
mario/Map/BathWaterManager	initializeIfYet___17TBathWaterManagerFv	3260	98.86	UNSUPPORTED	stack: address-taken object layout differs (P 376 vs Q 392)
mario/Map/BathWaterManager	throwMario__17TBathWaterManagerFf	760	98.84	DIFFERENT	block 7 effect 0 address differs: 0x2288 'lfs f1,4(r31)' vs 0x2310 'lfs f1,28(r31)'
mario/Map/BathWaterManager	getGravityDir__12TBathtubDataCFf	572	98.64	EQUIVALENT	L1: frame 208/240
mario/Map/BathWaterManager	calcBathtub__Q210TBathWater5TDropFRC12TBathtubDatafRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RiRQ29JGeometry8TVec3<f>	2036	97.32	DIFFERENT	block 0 effect 5 address differs: 0x1738 'lfs f3,60(r4)' vs 0x17b8 'lfs f7,40(r4)'
mario/Map/BathWaterManager	getPos__12TBathtubDataCFiif	416	99.90	EQUIVALENT	L1
mario/Map/BathWaterManager	perform__17TBathWaterManagerFUlPQ26JDrama9TGraphics	4944	98.06	UNSUPPORTED	stack: address-taken object layout differs (P 716 vs Q 732)
mario/MoveBG/MapObjBase	makeObjAppeared__11TMapObjBaseFv	776	99.93	DIFFERENT	block 19 effect 10: 0x103c 'bl 103c <makeObjAppeared__11TMapObjBaseFv+0x2b4>' vs 0x11f4 'bl 11f4 <makeObjAppeared__11TMapObjBaseFv+0x2b4>'
mario/MoveBG/MapObjBase	initAndRegister__11TMapObjBaseFPCc	208	99.79	UNSUPPORTED	stack: address-taken object layout differs (P 76 vs Q 84)
mario/MoveBG/MapObjInit	initUnique__11TMapObjBaseFv	2116	99.98	EQUIVALENT	L1: frame 728/256
mario/MoveBG/MapObjInit	initMActor__11TMapObjBaseFPCcPCcUl	172	87.09	EQUIVALENT	L2: saved 4/3 regs
mario/MoveBG/MapObjInit	makeMActors__11TMapObjBaseFv	780	98.65	UNSUPPORTED	stack: address-taken object extent differs (P 116..216 vs Q 56..152)
mario/MoveBG/MapObjInit	initMapObj__11TMapObjBaseFv	684	97.61	EQUIVALENT	L2: frame 136/120
mario/MoveBG/MapObjGeneral	waitingToAppear__14TMapObjGeneralFv	352	99.89	EQUIVALENT	L1
mario/MoveBG/MapObjGeneral	thrown__14TMapObjGeneralFv	484	99.55	DIFFERENT	block 0 effect 56 call args differ: r6/f2/f4/f5: 0x1c04 'bl 1c04 <thrown__14TMapObjGeneralFv+0x1a0>' vs 0x1cc4 'bl 1cc4 <thrown__14TMapObjGeneralFv+0x1a0>'
mario/MoveBG/MapObjGeneral	recover__14TMapObjGeneralFv	264	99.70	DIFFERENT	block 0 effect 8 call args differ: f5: 0x1344 'bl 1344 <recover__14TMapObjGeneralFv+0x64>' vs 0x1404 'bl 1404 <recover__14TMapObjGeneralFv+0x64>'
mario/MoveBG/MapObjGeneral	bind__14TMapObjGeneralFv	640	99.86	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x848 'stw r3,128(r1)' vs 0x8bc 'stw r3,140(r1)'
mario/MoveBG/MapObjLib	makeMtxRotByAxis__11TMapObjBaseFRCQ29JGeometry8TVec3<f>fPA4_f	420	98.59	EQUIVALENT	L1: frame 128/144
mario/MoveBG/MapObjLib	rotateVecByAxisY__11TMapObjBaseFPQ29JGeometry8TVec3<f>f	268	99.78	EQUIVALENT	L1: frame 208/240
mario/MoveBG/MapObjLib	emitAndSRT__11TMapObjBaseFlUcPCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	224	95.93	EQUIVALENT	L2: frame 80/72
mario/MoveBG/MapObjLib	emitAndRotateScale__11TMapObjBaseCFlUcPCQ29JGeometry8TVec3<f>	240	96.35	EQUIVALENT	L1
mario/MoveBG/MapObjLib	touchWater__11TMapObjTurnFP9THitActor	404	99.90	EQUIVALENT	L1
mario/MoveBG/MapObjLib	control__11TMapObjTurnFv	1416	98.75	UNSUPPORTED	stack: unpaired address-taken slot
mario/MoveBG/Item	control__6TShineFv	1536	99.95	UNSUPPORTED	stack: address-taken object extent differs (P 160..248 vs Q 108..168)
mario/MoveBG/Item	loadBeforeInit__6TShineFR20JSUMemoryInputStream	240	99.97	UNSUPPORTED	stack: address-taken object layout differs (P 24 vs Q 28)
mario/MoveBG/Item	decideRandomLoveFruit__9TEggYoshiFv	312	99.87	EQUIVALENT	L1: frame 104/72
mario/MoveBG/MapObjBianco	control__12TBigWindmillFv	420	99.24	EQUIVALENT	L1
mario/MoveBG/MapObjBianco	__ct__24TBiancoWatermillVerticalFPCc	100	99.80	EQUIVALENT	L1: frame 40/24
mario/MoveBG/MapObjBianco	touchWater__19TBiancoMiniWindmillFP9THitActor	284	99.94	UNSUPPORTED	stack: address-taken object extent differs (P 60..96 vs Q 68..96)
mario/MoveBG/MapObjBianco	touchWall__9TLeafBoatFPQ29JGeometry8TVec3<f>P18TBGWallCheckRecord	312	99.27	EQUIVALENT	L1: frame 120/112
mario/MoveBG/MapObjBianco	bind__9TLeafBoatFv	584	99.28	UNSUPPORTED	stack: address-taken object layout differs (P 212 vs Q 208)
mario/MoveBG/MapObjBianco	control__15TLampSeesawMainFv	492	99.23	EQUIVALENT	L1: frame 72/40
mario/MoveBG/MapObjBianco	loadAfter__15TLampSeesawMainFv	196	99.90	UNSUPPORTED	stack: address-taken object extent differs (P 40..144 vs Q 40..136)
mario/MoveBG/MapObjBianco	control__14TBellWatermillFv	2012	96.59	UNSUPPORTED	stack: unpaired address-taken slot
mario/MoveBG/MapObjSirena	partsRollCallback__FP7J3DNodei	352	99.32	EQUIVALENT	L2
mario/MoveBG/MapObjSirena	moveObject__13TItemSlotDrumFv	1388	99.97	EQUIVALENT	L1
mario/MoveBG/MapObjSirena	generateItem__13TItemSlotDrumFv	1260	95.98	UNSUPPORTED	stack: address-taken object extent differs (P 172..384 vs Q 152..368)
mario/MoveBG/MapObjSirena	touchActor__14TPictureTelesaFP9THitActor	356	99.92	EQUIVALENT	L1: frame 40/48
mario/MoveBG/MapObjMamma	touchWater__9TSandBombFP9THitActor	332	89.41	DIFFERENT	block 0 effect 3: 0x3fbc 'lwz r0,116(r31)' vs 0x45f4 'lfs f31,16(r3)'
mario/MoveBG/MapObjMamma	expanded__13TSandBombBaseFv	192	99.58	EQUIVALENT	L1
mario/MoveBG/MapObjMamma	exploding__13TSandBombBaseFv	388	99.55	EQUIVALENT	L1
mario/MoveBG/MapObjMamma	control__13TSandBombBaseFv	664	99.52	EQUIVALENT	L1
mario/MoveBG/MapObjMamma	withering__11TSandCastleFv	320	99.31	EQUIVALENT	L1
mario/MoveBG/MapObjMamma	expanded__11TSandCastleFv	244	90.56	DIFFERENT	block 0 effect 2: 0x34a0 'bl 34a0 <expanded__11TSandCastleFv+0x2c>' vs 0x3adc 'lwz r3,116(r31)'
mario/MoveBG/MapObjMamma	SandCastleCallBack__FUlUl	148	96.57	EQUIVALENT	L2: frame 64/32
mario/MoveBG/MapObjMamma	waitBeforeExplode__11TSandCastleFv	128	99.94	UNSUPPORTED	stack: address-taken object extent differs (P 28..40 vs Q 24..40)
mario/MoveBG/MapObjMamma	draw__11TLeanMirrorCFv	352	99.48	EQUIVALENT	L1: frame 88/80
mario/MoveBG/MapObjMamma	release__11TLeanMirrorFv	592	98.33	EQUIVALENT	L1: frame 184/144
mario/MoveBG/MapObjMamma	controlShake__11TLeanMirrorFv	820	94.44	UNSUPPORTED	stack: unpaired address-taken slot
mario/MoveBG/MapObjMamma	loadAfter__11TLeanMirrorFv	296	99.91	EQUIVALENT	L1
mario/MoveBG/MapObjMamma	load__11TLeanMirrorFR20JSUMemoryInputStream	316	99.85	EQUIVALENT	L1: frame 208/200
mario/MoveBG/MapObjMamma	load__13TShiningStoneFR20JSUMemoryInputStream	592	97.40	UNSUPPORTED	stack: unpaired address-taken slot
mario/MoveBG/MapObjMamma	control__17TMammaBlockRotateFv	608	99.95	UNSUPPORTED	stack: address-taken object layout differs (P 160 vs Q 144)
mario/MoveBG/MapObjMamma	initMapObj__17TMammaBlockRotateFv	376	99.84	EQUIVALENT	L1: frame 312/200
mario/MoveBG/MapObjMamma	control__9TSandBirdFv	580	99.94	EQUIVALENT	L1: frame 120/112
mario/MoveBG/MapObjMamma	perform__23TMammaMirrorMapOperatorFUlPQ26JDrama9TGraphics	592	90.88	DIFFERENT	block 5 effect 2 address differs: 0x550 'lfs f4,0(r28)' vs 0x6d8 'lfs f2,156(r4)'
mario/MoveBG/MapObjMamma	__ct__23TMammaMirrorMapOperatorFPCc	412	99.91	EQUIVALENT	L1: frame 48/56
